55.999994278	100
25.0000953674	100
26.9999504089	100
44.0001487732	100
31.0001373291	100
48.0000972748	100
23.9999294281	100
41.0001277924	100
18.9998149872	100
39.0000343323	100
35.0000858307	100
36.9999408722	100
23.9999294281	100
18.000125885	100
13.0000114441	100
6.00004196167	100
36.0000133514	100
19.9999809265	100
105.999946594	1000
213.999986649	1000
175.999879837	1000
184.000015259	1000
101.999998093	1000
87.0001316071	1000
98.0000495911	1000
99.0002155304	1000
62.0000362396	1000
92.9999351501	1000
141.000032425	1000
103.000164032	1000
54.0001392365	1000
29.000043869	1000
62.0000362396	1000
33.9999198914	1000
33.9999198914	1000
25.9997844696	1000
9.99999046326	1000
48.999786377	1000
78.9999961853	1000
13.0000114441	1000
19.9999809265	1000
6.99996948242	1000
2.00009346008	1000
2.00009346008	1000
5.00011444092	1000
3.00002098083	1000
106.000185013	1000
175.999879837	1000
123.999834061	1000
148.000001907	1000
82.0000171661	1000
75.0000476837	1000
62.0000362396	1000
62.0000362396	1000
39.999961853	1000
75.9999752045	1000
95.999956131	1000
57.0001602173	1000
52.9999732971	1000
30.9998989105	1000
60.0001811981	1000
41.0001277924	1000
25.0000953674	1000
21.0001468658	1000
7.99989700317	1000
49.9999523163	1000
72.0000267029	1000
45.0000762939	1000
13.0000114441	1000
4.99987602234	1000
6.99996948242	1000
1.9998550415	1000
11.0001564026	1000
3.99994850159	1000
0.0	1000
0.0	1000
174.000024796	1000
108.000040054	1000
184.99994278	1000
105.000019073	1000
174.999952316	1000
76.9999027252	1000
115.000009537	1000
24.0001678467	1000
13.9999389648	1000
0.0	1000
61.0001087189	1000
84.0001106262	1000
73.9998817444	1000
55.0000667572	1000
72.0000267029	1000
57.0001602173	1000
42.9999828339	1000
9.99999046326	1000
6.00004196167	1000
0.999927520752	1000
1.9998550415	1000
25.0000953674	1000
39.999961853	1000
14.9998664856	1000
220.999956131	1000
88.9999866486	1000
124.000072479	1000
121.999979019	1000
154.99997139	1000
82.9999446869	1000
99.9999046326	1000
33.0002307892	1000
22.0000743866	1000
0.999927520752	1000
50.999879837	1000
79.9999237061	1000
64.0001296997	1000
52.0000457764	1000
69.9999332428	1000
56.9999217987	1000
36.9999408722	1000
9.0000629425	1000
8.00013542175	1000
0.999927520752	1000
0.999927520752	1000
28.0001163483	1000
33.9999198914	1000
6.00004196167	1000
21.0001468658	1000
20.9999084473	1000
3.99994850159	1000
24.0001678467	1000
3.00002098083	1000
1.9998550415	1000
134.999990463	1000
138.000011444	1000
115.000009537	1000
148.000001907	1000
120.000123978	1000
78.9999961853	1000
59.0000152588	1000
87.0001316071	1000
105.000019073	1000
129.999876022	1000
74.000120163	1000
19.0000534058	1000
8.00013542175	1000
42.0000553131	1000
87.9998207092	1000
66.999912262	1000
16.9999599457	1000
19.0000534058	1000
97.9998111725	1000
100.000143051	1000
75.0000476837	1000
42.9999828339	1000
32.9999923706	1000
17.9998874664	1000
21.999835968	1000
33.9999198914	1000
15.0001049042	1000
1.00016593933	1000
0.0	1000
163.999795914	1000
98.0000495911	1000
88.9999866486	1000
89.9999141693	1000
104.999780655	1000
159.999847412	1000
141.000032425	1000
129.999876022	1000
118.999958038	1000
60.0001811981	1000
65.9999847412	1000
108.000040054	1000
50.0001907349	1000
207.000017166	1000
157.999992371	1000
456.000089645	1000
456.000089645	1000
19.0000534058	1000
2.00009346008	1000
3.00002098083	1000
3.00002098083	1000
0.999927520752	1000
16.0000324249	1000
23.9999294281	1000
12.0000839233	1000
6.00004196167	1000
2.00009346008	1000
2.00009346008	1000
2.00009346008	1000
0.0	1000
0.999927520752	1000
0.0	1000
1.00016593933	1000
0.0	1000
0.0	1000
0.0	1000
212.000131607	1000
98.0000495911	1000
157.00006485	1000
81.9997787476	1000
184.000015259	1000
69.9999332428	1000
141.000032425	1000
24.9998569489	1000
10.999917984	1000
1.9998550415	1000
46.0000038147	1000
62.9999637604	1000
61.0001087189	1000
52.9999732971	1000
75.9999752045	1000
69.000005722	1000
26.9999504089	1000
3.00002098083	1000
3.00002098083	1000
2.00009346008	1000
0.0	1000
12.0000839233	1000
40.9998893738	1000
13.9999389648	1000
32.9999923706	1000
16.9999599457	1000
6.00004196167	1000
58.000087738	1000
4.99987602234	1000
3.00002098083	1000
223.999977112	1000
101.000070572	1000
169.000148773	1000
101.000070572	1000
168.999910355	1000
75.9999752045	1000
101.000070572	1000
27.0001888275	1000
17.9998874664	1000
0.999927520752	1000
52.9999732971	1000
61.999797821	1000
75.9999752045	1000
55.0000667572	1000
72.9999542236	1000
55.999994278	1000
61.0001087189	1000
4.99987602234	1000
4.99987602234	1000
2.00009346008	1000
0.999927520752	1000
46.9999313354	1000
36.0000133514	1000
9.99999046326	1000
27.0001888275	1000
23.9999294281	1000
7.99989700317	1000
55.0000667572	1000
4.99987602234	1000
3.99994850159	1000
41.9998168945	1000
25.0000953674	1000
65.9999847412	1000
25.9997844696	1000
16.0000324249	1000
72.9999542236	1000
55.999994278	1000
29.9999713898	1000
24.0001678467	1000
23.0000019073	1000
27.0001888275	1000
23.9999294281	1000
36.9999408722	1000
42.9999828339	1000
20.9999084473	1000
13.0000114441	1000
23.9999294281	1000
19.9999809265	1000
15.0001049042	1000
15.0001049042	1000
15.0001049042	1000
12.0000839233	1000
13.0000114441	1000
9.0000629425	1000
25.0000953674	1000
70.0001716614	1000
19.9999809265	1000
26.9999504089	1000
45.0000762939	1000
39.0000343323	1000
38.0001068115	1000
6.99996948242	1000
4.99987602234	1000
6.00004196167	1000
14.9998664856	1000
